# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
6.69385e+02	1.00964e-01
6.70085e+02	1.01348e-01
6.70785e+02	1.01734e-01
6.71486e+02	1.02123e-01
6.72186e+02	1.02514e-01
6.72886e+02	1.02907e-01
6.73587e+02	1.03303e-01
6.74287e+02	1.03701e-01
6.74987e+02	1.04101e-01
6.75688e+02	1.04503e-01
6.76388e+02	1.04908e-01
6.77089e+02	1.05315e-01
6.77789e+02	1.05725e-01
6.78489e+02	1.06137e-01
6.79190e+02	1.06552e-01
6.79890e+02	1.06969e-01
6.80590e+02	1.07388e-01
6.81291e+02	1.07810e-01
6.81991e+02	1.08234e-01
6.82691e+02	1.08662e-01
6.83392e+02	1.09091e-01
6.84092e+02	1.09523e-01
6.84792e+02	1.09958e-01
6.85493e+02	1.10396e-01
6.86193e+02	1.10836e-01
6.86893e+02	1.11278e-01
6.87594e+02	1.11724e-01
6.88294e+02	1.12172e-01
6.88994e+02	1.12623e-01
6.89695e+02	1.13076e-01
6.90395e+02	1.13533e-01
6.91096e+02	1.13992e-01
6.91796e+02	1.14454e-01
6.92496e+02	1.14919e-01
6.93197e+02	1.15387e-01
6.93897e+02	1.15857e-01
6.94597e+02	1.16331e-01
6.95298e+02	1.16807e-01
6.95998e+02	1.17287e-01
6.96698e+02	1.17769e-01
6.97399e+02	1.18255e-01
6.98099e+02	1.18743e-01
6.98799e+02	1.19235e-01
6.99500e+02	1.19730e-01
7.00200e+02	1.20228e-01
7.00900e+02	1.20729e-01
7.01601e+02	1.21233e-01
